,Country,EdLevel,YearsCodePro,Salary,Age
1152,USA,Master’s degree,7.0,160000.0,25-34 years old
1154,France,Master’s degree,3.0,48644.0,25-34 years old
1158,Germany,Bachelor’s degree,11.0,81074.0,25-34 years old
1159,Portugal,Master’s degree,16.0,56211.0,35-44 years old
1161,USA,Less than a Bachelors,8.0,200000.0,35-44 years old
1163,Greece,Master’s degree,0.5,12972.0,18-24 years old
1165,Canada,Bachelor’s degree,2.0,66556.0,18-24 years old
1168,USA,Bachelor’s degree,25.0,120000.0,45-54 years old
1176,India,Bachelor’s degree,6.0,20940.0,25-34 years old
1177,Germany,Bachelor’s degree,6.0,86478.0,25-34 years old
1178,USA,Post grad,25.0,160000.0,45-54 years old
1179,Israel,Less than a Bachelors,3.0,45528.0,18-24 years old
1180,Turkey,Master’s degree,26.0,63120.0,45-54 years old
1184,Germany,Master’s degree,23.0,58373.0,35-44 years old
1186,Greece,Bachelor’s degree,0.5,12324.0,25-34 years old
1187,USA,Bachelor’s degree,16.0,105000.0,45-54 years old
1188,USA,Bachelor’s degree,7.0,83200.0,25-34 years old
1189,USA,Bachelor’s degree,4.0,81000.0,25-34 years old
1191,USA,Master’s degree,8.0,106000.0,25-34 years old
1193,USA,Bachelor’s degree,7.0,125000.0,35-44 years old
1195,South Africa,Bachelor’s degree,8.0,32028.0,25-34 years old
1200,Italy,Less than a Bachelors,19.0,19458.0,45-54 years old
1203,UK,Post grad,15.0,51704.0,35-44 years old
1205,Germany,Bachelor’s degree,7.0,60427.0,25-34 years old
1209,USA,Master’s degree,15.0,200000.0,35-44 years old
1210,Canada,Less than a Bachelors,3.0,60505.0,25-34 years old
1211,Brazil,Bachelor’s degree,3.0,18326.0,25-34 years old
1214,Germany,Master’s degree,12.0,108098.0,35-44 years old
1215,Brazil,Master’s degree,13.0,21996.0,25-34 years old
1216,Iran,Master’s degree,8.0,142501.0,25-34 years old
1218,UK,Master’s degree,6.0,129259.0,25-34 years old
1219,Pakistan,Less than a Bachelors,9.0,14400.0,18-24 years old
1220,USA,Post grad,3.0,93000.0,25-34 years old
1225,USA,Bachelor’s degree,5.0,77250.0,25-34 years old
1230,Italy,Master’s degree,8.0,64859.0,35-44 years old
1236,France,Master’s degree,5.0,30916.0,18-24 years old
1241,UK,Master’s degree,12.0,87638.0,35-44 years old
1244,India,Bachelor’s degree,3.0,26527.0,25-34 years old
1249,UK,Less than a Bachelors,4.0,20682.0,18-24 years old
1251,USA,Less than a Bachelors,10.0,129600.0,25-34 years old
1252,Germany,Less than a Bachelors,20.0,75669.0,45-54 years old
1253,USA,Bachelor’s degree,25.0,116000.0,45-54 years old
1254,USA,Bachelor’s degree,6.0,104000.0,25-34 years old
1258,UK,Less than a Bachelors,2.0,36193.0,18-24 years old
1265,Iran,Less than a Bachelors,1.0,11400.0,18-24 years old
1270,Italy,Less than a Bachelors,3.0,16860.0,18-24 years old
1274,Spain,Less than a Bachelors,0.5,18160.0,25-34 years old
1275,France,Master’s degree,21.0,68102.0,45-54 years old
1276,Germany,Less than a Bachelors,5.0,47563.0,18-24 years old
1277,UK,Master’s degree,10.0,64630.0,25-34 years old
1280,Switzerland,Master’s degree,2.0,69121.0,25-34 years old
1282,UK,Master’s degree,4.0,118919.0,25-34 years old
1289,India,Bachelor’s degree,8.0,57240.0,25-34 years old
1291,Turkey,Bachelor’s degree,14.0,24972.0,35-44 years old
1293,India,Bachelor’s degree,10.0,30018.0,25-34 years old
1304,France,Master’s degree,6.0,44320.0,25-34 years old
1306,USA,Bachelor’s degree,5.0,65000.0,25-34 years old
1307,Canada,Less than a Bachelors,20.0,60505.0,35-44 years old
1308,Netherlands,Less than a Bachelors,2.0,88640.0,25-34 years old
1311,USA,Less than a Bachelors,35.0,160000.0,55-64 years old
1312,Denmark,Less than a Bachelors,2.0,57312.0,25-34 years old
1315,USA,Bachelor’s degree,2.0,68000.0,25-34 years old
1316,USA,Bachelor’s degree,20.0,144000.0,45-54 years old
1317,USA,Bachelor’s degree,2.0,60000.0,25-34 years old
1318,India,Bachelor’s degree,2.0,15682.0,18-24 years old
1320,Germany,Master’s degree,3.0,81074.0,35-44 years old
1321,UK,Bachelor’s degree,16.0,49119.0,45-54 years old
1323,France,Bachelor’s degree,10.0,33732.0,25-34 years old
1324,USA,Bachelor’s degree,7.0,66000.0,18-24 years old
1326,Argentina,Post grad,15.0,14016.0,35-44 years old
1327,Israel,Bachelor’s degree,3.0,63036.0,25-34 years old
1330,Italy,Master’s degree,3.0,25944.0,25-34 years old
1331,India,Master’s degree,7.0,16080.0,25-34 years old
1333,USA,Bachelor’s degree,1.0,90000.0,18-24 years old
1335,India,Master’s degree,10.0,111694.0,25-34 years old
1336,USA,Bachelor’s degree,1.0,65000.0,18-24 years old
1338,Czech Republic,Master’s degree,7.0,32736.0,25-34 years old
1339,USA,Bachelor’s degree,26.0,150000.0,55-64 years old
1342,Germany,Bachelor’s degree,3.0,60972.0,18-24 years old
1343,India,Bachelor’s degree,11.0,23735.0,25-34 years old
1347,Germany,Post grad,6.0,62481.0,25-34 years old
1348,Ruassia,Less than a Bachelors,8.0,24540.0,25-34 years old
1349,Canada,Bachelor’s degree,3.0,31400.0,25-34 years old
1350,USA,Bachelor’s degree,23.0,150000.0,45-54 years old
1356,France,Master’s degree,18.0,51887.0,25-34 years old
1359,India,Bachelor’s degree,8.0,29320.0,25-34 years old
1360,USA,Bachelor’s degree,11.0,105000.0,45-54 years old
1364,India,Master’s degree,9.0,44678.0,25-34 years old
1365,UK,Bachelor’s degree,12.0,134430.0,35-44 years old
1371,Netherlands,Bachelor’s degree,17.0,71340.0,35-44 years old
1372,Italy,Bachelor’s degree,16.0,41077.0,45-54 years old
1373,USA,Less than a Bachelors,3.0,70000.0,35-44 years old
1376,Netherlands,Bachelor’s degree,12.0,59454.0,35-44 years old
1379,Italy,Master’s degree,26.0,45401.0,45-54 years old
1382,India,Bachelor’s degree,6.0,34904.0,25-34 years old
1384,USA,Master’s degree,8.0,150000.0,25-34 years old
1389,UK,Less than a Bachelors,6.0,47826.0,25-34 years old
1391,UK,Bachelor’s degree,11.0,64630.0,25-34 years old
1393,USA,Master’s degree,12.0,80000.0,35-44 years old
1394,Germany,Post grad,16.0,84316.0,45-54 years old
1397,Netherlands,Bachelor’s degree,21.0,81074.0,45-54 years old
1413,Ukraine,Bachelor’s degree,2.0,23400.0,18-24 years old
1415,Italy,Master’s degree,9.0,57292.0,25-34 years old
1422,Brazil,Less than a Bachelors,4.0,16035.0,25-34 years old
1424,Germany,Bachelor’s degree,5.0,73507.0,25-34 years old
1426,Austria,Less than a Bachelors,23.0,51372.0,45-54 years old
1427,Canada,Less than a Bachelors,4.0,55967.0,25-34 years old
1429,Portugal,Master’s degree,13.0,59676.0,25-34 years old
1435,Germany,Master’s degree,35.0,54070.0,55-64 years old
1439,Romania,Bachelor’s degree,1.0,16284.0,18-24 years old
1446,USA,Less than a Bachelors,10.0,155000.0,25-34 years old
1449,Spain,Less than a Bachelors,4.0,32429.0,18-24 years old
1451,China,Bachelor’s degree,8.0,29148.0,25-34 years old
1457,Brazil,Master’s degree,12.0,30240.0,35-44 years old
1464,Poland,Master’s degree,5.0,66828.0,25-34 years old
1468,Israel,Bachelor’s degree,0.5,98064.0,25-34 years old
1474,UK,Bachelor’s degree,11.0,118919.0,25-34 years old
1475,USA,Master’s degree,5.0,140000.0,45-54 years old
1481,USA,Bachelor’s degree,5.0,120000.0,25-34 years old
1482,USA,Post grad,14.0,130000.0,35-44 years old
1486,Finland,Less than a Bachelors,11.0,54480.0,25-34 years old
1489,Spain,Less than a Bachelors,9.0,81074.0,25-34 years old
1490,USA,Master’s degree,15.0,115000.0,35-44 years old
1492,UK,Master’s degree,0.5,38778.0,18-24 years old
1493,Czech Republic,Less than a Bachelors,12.0,57156.0,35-44 years old
1494,Israel,Master’s degree,8.0,133080.0,35-44 years old
1500,USA,Less than a Bachelors,9.0,150000.0,25-34 years old
1504,USA,Bachelor’s degree,10.0,130000.0,25-34 years old
1505,France,Master’s degree,7.0,52968.0,25-34 years old
1506,Austria,Less than a Bachelors,21.0,77832.0,25-34 years old
1507,India,Bachelor’s degree,9.0,25128.0,25-34 years old
1510,Germany,Master’s degree,7.0,85397.0,25-34 years old
1511,USA,Post grad,2.0,123000.0,25-34 years old
1512,Germany,Master’s degree,10.0,97288.0,35-44 years old
1524,USA,Master’s degree,7.0,110000.0,35-44 years old
1525,Canada,Master’s degree,10.0,90758.0,25-34 years old
1527,Germany,Master’s degree,12.0,69183.0,35-44 years old
1531,Spain,Bachelor’s degree,7.0,32429.0,25-34 years old
1534,USA,Bachelor’s degree,31.0,82000.0,65 years or older
1537,USA,Bachelor’s degree,5.0,76000.0,25-34 years old
1540,USA,Bachelor’s degree,42.0,70000.0,45-54 years old
1549,Poland,Less than a Bachelors,9.0,28860.0,25-34 years old
1551,India,Bachelor’s degree,1.0,25131.0,18-24 years old
1552,Ruassia,Master’s degree,6.0,28308.0,25-34 years old
1555,UK,Less than a Bachelors,7.0,55582.0,25-34 years old
1558,UK,Less than a Bachelors,2.0,31020.0,18-24 years old
1559,Ruassia,Master’s degree,11.0,43404.0,25-34 years old
1560,USA,Bachelor’s degree,13.0,97000.0,35-44 years old
1562,Italy,Master’s degree,3.0,25944.0,25-34 years old
1564,Poland,Master’s degree,7.0,15192.0,35-44 years old
1565,India,Master’s degree,10.0,25131.0,25-34 years old
1569,Germany,Bachelor’s degree,20.0,75669.0,45-54 years old
1571,Spain,Bachelor’s degree,3.0,30267.0,25-34 years old
1572,France,Master’s degree,4.0,41077.0,18-24 years old
1573,Brazil,Less than a Bachelors,6.0,26796.0,25-34 years old
1586,Canada,Master’s degree,6.0,96808.0,25-34 years old
1587,Switzerland,Less than a Bachelors,4.0,67092.0,18-24 years old
1588,USA,Bachelor’s degree,4.0,76000.0,18-24 years old
1593,Australia,Bachelor’s degree,1.0,40086.0,25-34 years old
1594,USA,Bachelor’s degree,34.0,112000.0,55-64 years old
1596,Ukraine,Master’s degree,10.0,30000.0,35-44 years old
1599,USA,Bachelor’s degree,28.0,170000.0,45-54 years old
1602,France,Master’s degree,2.0,37834.0,18-24 years old
1605,USA,Bachelor’s degree,6.0,60000.0,25-34 years old
1607,France,Bachelor’s degree,16.0,25428.0,35-44 years old
1608,Netherlands,Master’s degree,21.0,81074.0,45-54 years old
1611,India,Bachelor’s degree,4.0,12230.0,25-34 years old
1614,USA,Bachelor’s degree,8.0,150000.0,25-34 years old
1615,India,Bachelor’s degree,8.0,36300.0,25-34 years old
1619,UK,Master’s degree,4.0,77556.0,25-34 years old
1620,Germany,Master’s degree,3.0,40212.0,25-34 years old
1627,Italy,Less than a Bachelors,22.0,23352.0,35-44 years old
1628,UK,Less than a Bachelors,11.0,77556.0,25-34 years old
1629,Canada,Less than a Bachelors,20.0,56723.0,45-54 years old
1631,Canada,Post grad,5.0,75631.0,25-34 years old
1632,USA,Master’s degree,5.0,103000.0,25-34 years old
1634,USA,Master’s degree,6.0,95000.0,25-34 years old
1637,UK,Master’s degree,2.0,64630.0,25-34 years old
1638,Brazil,Bachelor’s degree,5.0,82464.0,25-34 years old
1639,Germany,Post grad,2.0,108098.0,35-44 years old
1645,Canada,Less than a Bachelors,5.0,75631.0,25-34 years old
1646,Germany,Bachelor’s degree,13.0,84316.0,25-34 years old
1647,Greece,Master’s degree,2.0,19452.0,25-34 years old
1650,Austria,Less than a Bachelors,13.0,110256.0,25-34 years old
1652,Netherlands,Master’s degree,2.0,60535.0,25-34 years old
1654,India,Bachelor’s degree,6.0,37000.0,25-34 years old
1657,USA,Bachelor’s degree,12.0,160000.0,25-34 years old
1660,Italy,Master’s degree,3.0,23782.0,25-34 years old
1664,Canada,Less than a Bachelors,5.0,86976.0,18-24 years old
1668,Iran,Bachelor’s degree,5.0,17100.0,25-34 years old
1674,Germany,Master’s degree,20.0,64859.0,35-44 years old
1675,India,Bachelor’s degree,4.0,33504.0,25-34 years old
1678,UK,Bachelor’s degree,8.0,193889.0,35-44 years old
1680,Germany,Less than a Bachelors,6.0,67021.0,35-44 years old
1682,USA,Bachelor’s degree,2.0,86000.0,18-24 years old
1683,USA,Post grad,18.0,193052.0,45-54 years old
1684,France,Master’s degree,5.0,42158.0,25-34 years old
1685,Canada,Less than a Bachelors,5.0,60505.0,35-44 years old
1686,Portugal,Bachelor’s degree,6.0,18156.0,25-34 years old
1687,USA,Bachelor’s degree,4.0,132000.0,25-34 years old
1688,Canada,Bachelor’s degree,8.0,73741.0,25-34 years old
1689,Germany,Bachelor’s degree,8.0,62697.0,25-34 years old
1690,Brazil,Less than a Bachelors,11.0,65976.0,35-44 years old
1691,Brazil,Bachelor’s degree,2.0,27492.0,25-34 years old
1693,Spain,Master’s degree,7.0,37834.0,25-34 years old
1698,USA,Bachelor’s degree,16.0,148000.0,35-44 years old
1699,USA,Bachelor’s degree,20.0,135000.0,45-54 years old
1700,UK,Less than a Bachelors,9.0,51704.0,45-54 years old
1701,France,Post grad,8.0,43239.0,35-44 years old
1704,France,Bachelor’s degree,4.0,24696.0,25-34 years old
1707,USA,Bachelor’s degree,2.0,179000.0,18-24 years old
1709,Israel,Bachelor’s degree,15.0,157596.0,35-44 years old
1710,Netherlands,Master’s degree,8.0,108098.0,25-34 years old
1711,Poland,Master’s degree,6.0,45564.0,25-34 years old
1717,Poland,Less than a Bachelors,3.0,24300.0,25-34 years old
1720,Italy,Bachelor’s degree,13.0,54049.0,35-44 years old
1722,Netherlands,Less than a Bachelors,2.0,38778.0,18-24 years old
1723,USA,Master’s degree,4.0,130000.0,35-44 years old
1726,USA,Bachelor’s degree,2.0,70000.0,25-34 years old
1727,Austria,Master’s degree,6.0,70264.0,25-34 years old
1728,Portugal,Bachelor’s degree,2.0,13032.0,25-34 years old
1729,Italy,Master’s degree,10.0,54049.0,35-44 years old
1732,Germany,Master’s degree,24.0,129718.0,45-54 years old
1734,India,Master’s degree,12.0,23735.0,35-44 years old
1735,Germany,Bachelor’s degree,4.0,62268.0,25-34 years old
1736,UK,Bachelor’s degree,10.0,51704.0,35-44 years old
1737,USA,Bachelor’s degree,13.0,135000.0,35-44 years old
1738,India,Bachelor’s degree,2.0,23735.0,25-34 years old
1744,Romania,Bachelor’s degree,9.0,37992.0,25-34 years old
1746,India,Bachelor’s degree,2.0,18848.0,18-24 years old
1751,France,Master’s degree,11.0,99450.0,35-44 years old
1752,USA,Master’s degree,8.0,72000.0,35-44 years old
1760,Canada,Bachelor’s degree,10.0,56723.0,25-34 years old
1762,Germany,Less than a Bachelors,5.0,55776.0,18-24 years old
1763,Spain,Less than a Bachelors,13.0,97288.0,35-44 years old
1770,USA,Bachelor’s degree,9.0,70000.0,25-34 years old
1771,UK,Bachelor’s degree,10.0,103408.0,25-34 years old
1772,USA,Bachelor’s degree,4.0,140000.0,18-24 years old
1774,Canada,Less than a Bachelors,10.0,50673.0,35-44 years old
1778,Australia,Less than a Bachelors,0.5,60132.0,25-34 years old
1779,Netherlands,Bachelor’s degree,9.0,82155.0,35-44 years old
1781,Turkey,Bachelor’s degree,1.0,27612.0,18-24 years old
1782,UK,Master’s degree,5.0,96945.0,25-34 years old
1783,Canada,Bachelor’s degree,10.0,121010.0,25-34 years old
1784,UK,Master’s degree,8.0,77556.0,25-34 years old
1786,Canada,Less than a Bachelors,2.0,24200.0,18-24 years old
1790,Ukraine,Master’s degree,4.0,42000.0,25-34 years old
1792,India,Bachelor’s degree,4.0,27923.0,25-34 years old
1793,France,Master’s degree,1.0,45401.0,18-24 years old
1796,Netherlands,Bachelor’s degree,11.0,65291.0,25-34 years old
1802,Czech Republic,Less than a Bachelors,10.0,72744.0,25-34 years old
1805,France,Master’s degree,4.0,45401.0,25-34 years old
1806,Sweden,Master’s degree,0.5,42960.0,25-34 years old
1815,Belgium,Master’s degree,5.0,37834.0,25-34 years old
1819,USA,Bachelor’s degree,1.0,61500.0,25-34 years old
1822,UK,Master’s degree,11.0,64630.0,25-34 years old
1824,Canada,Bachelor’s degree,5.0,56723.0,25-34 years old
1826,Turkey,Bachelor’s degree,4.0,25644.0,25-34 years old
1828,UK,Less than a Bachelors,13.0,155111.0,25-34 years old
1830,Spain,Bachelor’s degree,11.0,86478.0,25-34 years old
1836,Germany,Post grad,3.0,75669.0,35-44 years old
1837,USA,Bachelor’s degree,22.0,149000.0,45-54 years old
1839,USA,Bachelor’s degree,5.0,150000.0,35-44 years old
1841,Argentina,Master’s degree,6.0,63252.0,35-44 years old
1843,Spain,Less than a Bachelors,13.0,75669.0,25-34 years old
1845,USA,Post grad,2.0,83000.0,35-44 years old
1846,Ruassia,Bachelor’s degree,5.0,84924.0,25-34 years old
1847,France,Bachelor’s degree,6.0,56211.0,25-34 years old
1849,Portugal,Post grad,7.0,31128.0,25-34 years old
1854,Israel,Bachelor’s degree,2.0,82308.0,25-34 years old
1856,Norway,Master’s degree,7.0,118685.0,25-34 years old
1866,India,Bachelor’s degree,10.0,62828.0,25-34 years old
1868,Spain,Bachelor’s degree,6.0,28536.0,25-34 years old
1870,USA,Post grad,6.0,125000.0,25-34 years old
1872,USA,Bachelor’s degree,16.0,130000.0,35-44 years old
1875,Israel,Master’s degree,15.0,164604.0,35-44 years old
1880,USA,Bachelor’s degree,14.0,165000.0,35-44 years old
1884,UK,Master’s degree,15.0,81433.0,45-54 years old
1885,Ruassia,Master’s degree,15.0,43404.0,45-54 years old
1887,Germany,Bachelor’s degree,4.0,165000.0,18-24 years old
1888,Brazil,Post grad,4.0,17868.0,25-34 years old
1892,USA,Master’s degree,28.0,180000.0,45-54 years old
1894,Poland,Less than a Bachelors,7.0,36450.0,25-34 years old
1899,Germany,Less than a Bachelors,3.0,31908.0,18-24 years old
1901,USA,Less than a Bachelors,4.0,65000.0,18-24 years old
1902,France,Master’s degree,2.0,54049.0,18-24 years old
1903,Germany,Master’s degree,7.0,75669.0,25-34 years old
1908,Greece,Master’s degree,13.0,77831.0,35-44 years old
1909,USA,Less than a Bachelors,5.0,150000.0,25-34 years old
1911,France,Bachelor’s degree,2.0,36753.0,18-24 years old
1917,USA,Master’s degree,2.0,170000.0,25-34 years old
1918,Israel,Bachelor’s degree,4.0,112068.0,25-34 years old
1919,India,Master’s degree,13.0,38532.0,25-34 years old
1927,Argentina,Bachelor’s degree,2.0,39347.0,35-44 years old
1932,India,Bachelor’s degree,11.0,41880.0,25-34 years old
1933,India,Bachelor’s degree,6.0,16754.0,25-34 years old
1939,Poland,Master’s degree,4.0,47076.0,25-34 years old
1944,Romania,Master’s degree,5.0,35280.0,25-34 years old
1954,France,Master’s degree,21.0,64859.0,35-44 years old
1956,France,Post grad,15.0,81074.0,35-44 years old
1961,France,Master’s degree,3.0,48644.0,25-34 years old
1965,Turkey,Less than a Bachelors,5.0,19728.0,25-34 years old
1966,USA,Master’s degree,8.0,90000.0,25-34 years old
1967,Italy,Bachelor’s degree,13.0,129718.0,35-44 years old
1970,Argentina,Less than a Bachelors,7.0,56832.0,25-34 years old
1971,Germany,Master’s degree,9.0,94045.0,35-44 years old
1973,Italy,Post grad,10.0,45401.0,25-34 years old
1975,USA,Bachelor’s degree,4.0,91350.0,25-34 years old
1977,Ukraine,Master’s degree,3.0,14676.0,25-34 years old
1982,Iran,Master’s degree,3.0,25656.0,25-34 years old
1984,India,Bachelor’s degree,5.0,10052.0,25-34 years old
1985,UK,Master’s degree,12.0,52116.0,25-34 years old
1991,India,Less than a Bachelors,8.0,27923.0,25-34 years old
1992,Germany,Bachelor’s degree,0.5,56211.0,25-34 years old
